warehouse_id,country,city_name,capacity (NA),product_types,Operations Expenses,Rental price
3998,Georgia,Mtskheta-Mtianeti,322896,"['Q', 'L', 'S', 'B', 'I']",0.89,2.27
4014,Faroe Islands,,841934,"['B', 'C', 'N', 'J']",0.53,1.95
4018,Madagascar,Toliara,416893,"['G', 'O', 'M', 'W', 'V', 'H', 'I']",0.75,2.71
4027,Poland,Lubelskie,623863,"['Y', 'Q', 'N', 'V']",0.57,2.32
4032,Peru,Piura,366052,"['Y', 'I', 'Q', 'C', 'T', 'U']",0.93,2.6
4041,Azerbaijan,Salyan,859772,"['F', 'X', 'T', 'I', 'B', 'A']",0.74,2.48
4044,Guadeloupe,,523694,['R'],0.83,2.1
4045,Algeria,Tizi Ouzou,508085,"['W', 'Q', 'X', 'R', 'I', 'Z']",0.79,2.24
4047,Spain,Palencia,831456,"['E', 'F', 'A', 'M']",0.79,2.93
4054,Fiji,Ba,188377,"['R', 'N', 'X', 'L', 'U', 'H']",0.61,2.99
4065,Senegal,Matam,947384,"['U', 'B']",0.6,2.2
4083,Gambia,Upper River,186509,"['H', 'C']",0.91,2.66
4087,Chad,Mandoul,846152,"['K', 'H', 'O', 'P', 'A', 'Y']",0.74,2.47
4093,Mauritania,Hodh el Gharbi,947588,['R'],0.54,2.79
4094,Rwanda,City of Kigali,566827,"['J', 'O', 'M', 'I']",0.69,1.82
4095,Sao Tome and Principe,Príncipe,429771,['H'],0.8,2.75
4098,Estonia,Lüganuse,232119,"['N', 'G', 'K']",0.58,1.75
4099,Cameroon,North,399644,['P'],0.96,2.68
4123,Japan,Iwate,797262,"['L', 'Y', 'Z']",0.92,2.58
4127,Greece,Pelopónnisos,527721,"['L', 'X']",0.85,2.52
4132,Samoa,Satupa'itea,895744,"['H', 'O', 'C', 'V', 'G', 'T']",0.96,2.05
4142,Czechia,Česká Lípa,637442,"['Z', 'I', 'G', 'S', 'E', 'A', 'Y']",0.56,2.1
4166,Mauritania,Nouakchott Ouest,491941,"['O', 'G', 'V', 'A', 'B']",0.55,2.97
4167,Serbia,Južnobački okrug,225187,"['J', 'O', 'N', 'S', 'H', 'G']",0.98,2.33
4175,Russian Federation,Volgogradskaja oblast',311850,"['V', 'J', 'D', 'K']",0.61,2.63
4182,Antarctica,,491332,"['P', 'S', 'Y', 'D', 'V', 'N']",0.54,2.3
4186,Ukraine,Ivano-Frankivska oblast,630022,['W'],0.68,2.05
4197,"Moldova, Republic of",Rezina,220124,['M'],0.73,2.82
4204,Sudan,North Darfur,163120,"['F', 'E', 'B', 'P', 'X', 'W']",0.92,2.7
4208,Antigua and Barbuda,Saint Paul,641487,"['L', 'Q', 'A', 'V']",0.85,2.09
4210,Guadeloupe,,516825,"['O', 'F', 'C', 'W', 'I', 'T']",0.89,2.46
4211,Svalbard and Jan Mayen,,863719,"['G', 'T', 'V', 'R', 'C', 'H']",0.7,2.12
4213,Kyrgyzstan,Issyk-Kul'skaja oblast',662434,"['E', 'P', 'V', 'T']",0.52,1.92
4218,"Moldova, Republic of",Ungheni,818477,['G'],0.58,2.16
4229,New Caledonia,,704884,"['J', 'U', 'F']",0.83,2.8
4232,Pakistan,Azad Jammu and Kashmir,180371,"['G', 'K']",0.71,2.73
4234,Nigeria,Gombe,561965,"['L', 'A', 'Y']",0.68,2.47
4237,Monaco,La Gare,854060,"['M', 'L', 'X', 'F']",0.9,2.92
4238,Senegal,Kédougou,387021,"['B', 'O', 'H']",0.55,2.13
4247,Andorra,Escaldes-Engordany,773771,"['E', 'X', 'B', 'L', 'I']",0.57,2.93
4249,Slovenia,Zavrč,241564,"['M', 'E', 'O', 'Y']",0.64,2.94
4254,Switzerland,Valais,552292,"['H', 'A', 'Y', 'V', 'O', 'E']",0.67,1.91
4255,Colombia,Boyacá,561201,['J'],0.95,2.69
4262,Aruba,,171668,"['N', 'Y']",0.72,2.52
4273,Zimbabwe,Manicaland,622077,"['P', 'V', 'Z']",0.65,2.23
4276,Malaysia,Wilayah Persekutuan Putrajaya,797389,['H'],0.99,1.99
4280,Côte d'Ivoire,Gôh-Djiboua,135530,"['T', 'J', 'A', 'W']",0.66,2.16
4286,British Indian Ocean Territory,,837446,"['C', 'M', 'F', 'D', 'A', 'R']",0.82,2.93
4292,South Africa,Eastern Cape,786274,"['J', 'U', 'Z', 'E', 'Y', 'S']",0.54,2.24
4293,Iraq,Karbalā’,802789,"['C', 'B', 'N', 'X', 'I', 'P', 'R']",0.59,1.92
4300,Ecuador,Santa Elena,424162,"['T', 'J', 'W', 'E', 'A', 'M']",0.78,1.85
4303,Belize,Belize,639806,"['Z', 'Q', 'D', 'F', 'P', 'H', 'Y']",0.9,2.32
4317,Senegal,Fatick,347861,"['C', 'X']",0.73,2.01
4319,French Southern Territories,,303946,"['N', 'I']",0.66,2.55
4325,Madagascar,Antsiranana,742785,"['N', 'O', 'S', 'X', 'H']",0.66,2.29
4328,Saint Barthélemy,,677000,"['Q', 'G', 'Z', 'L', 'R', 'S', 'Y']",0.74,2.31
4357,Papua New Guinea,West New Britain,422599,"['P', 'N', 'G', 'O', 'L', 'R', 'E']",0.5,2.16
4361,Peru,La Libertad,667007,['Z'],0.84,2.99
4371,Kuwait,Al Jahrā’,196413,"['J', 'V', 'U', 'C', 'T']",0.96,1.86
4374,Ghana,Savannah,125712,"['B', 'N', 'L', 'O', 'K']",0.88,2.6
4390,"Korea, Democratic People's Republic of",Hwanghae-bukto,445126,"['I', 'N', 'J']",0.71,2.34
4394,Mayotte,,633097,"['P', 'Y', 'J', 'V', 'L']",0.53,2.59
4397,North Macedonia,Strumica,964056,"['F', 'S', 'X', 'O', 'D', 'N']",0.55,2.36
4400,Australia,Tasmania,965757,"['W', 'V', 'X', 'U', 'E', 'T', 'R']",0.86,2.5
4405,Macao,,431059,"['H', 'I', 'V', 'A', 'O', 'U']",0.58,2.74
4406,Cambodia,Kaoh Kong,786452,['Y'],0.51,2.02
4408,"Micronesia, Federated States of",Pohnpei,887096,"['A', 'L', 'B', 'G', 'S', 'Y']",0.99,2.42
4411,Anguilla,,109846,"['G', 'E', 'N', 'A', 'Z', 'P', 'H']",0.65,2.54
4412,Madagascar,Antsiranana,443837,"['P', 'H', 'R', 'B', 'Q']",0.57,2.23
4415,Croatia,Virovitičko-podravska županija,433601,"['U', 'W', 'Q', 'F', 'Z', 'A', 'K']",0.63,2.67
4420,Argentina,Ciudad Autónoma de Buenos Aires,999391,['F'],0.52,2.61
4421,Algeria,Annaba,472176,['U'],0.68,2.84
4427,Anguilla,,178628,"['P', 'O', 'E', 'J']",0.8,2.22
4428,Slovakia,Trenčiansky kraj,822672,"['Z', 'Y', 'N', 'H']",0.7,2.62
4431,Nigeria,Lagos,630212,['R'],0.5,1.87
4445,"Taiwan, Province of China",Changhua,113291,['V'],0.88,1.86
4458,Liberia,Montserrado,687359,"['B', 'K', 'A']",0.74,2.49
4496,Holy See (Vatican City State),,345694,"['N', 'M', 'G']",0.65,2.53
4499,El Salvador,San Salvador,827213,"['U', 'G', 'M', 'O', 'Q', 'F', 'S']",0.75,2.29
4501,Turkmenistan,Lebap,681980,['P'],0.9,1.94
4504,Nigeria,Edo,712204,"['L', 'S']",0.68,1.99
4512,Holy See (Vatican City State),,662256,"['U', 'J', 'T', 'S', 'L']",0.9,2.21
4515,Eritrea,Semienawi K’eyyĭḥ Baḥri,927025,['R'],0.76,2.69
4517,Lithuania,Kretinga,736459,"['J', 'G']",0.99,2.84
4518,Brazil,Pará,484025,"['V', 'S', 'C', 'F']",0.65,2.92
4522,Macao,,310413,"['L', 'E']",0.5,2.28
4537,Chad,Mayo-Kebbi-Est,896545,"['I', 'U', 'Q', 'B', 'S', 'K', 'G']",0.65,2.94
4563,Cameroon,Adamaoua,863210,"['X', 'R']",0.64,1.99
4571,French Southern Territories,,491716,"['Z', 'O', 'J', 'B', 'Q', 'L', 'G']",0.66,1.99
4593,Monaco,Jardin Exotique,756508,"['O', 'A']",0.65,1.98
4604,Brazil,Alagoas,827660,"['G', 'B', 'L', 'I']",0.93,2.63
4607,Anguilla,,369388,"['U', 'N', 'E', 'L', 'W']",0.85,2.07
4622,Palau,Ngeremlengui,448420,"['D', 'C']",0.82,2.02
4634,Comoros,Andjouân,755725,"['Y', 'P', 'D', 'J', 'V']",0.65,2.99
4638,North Macedonia,Kisela Voda †,829854,"['F', 'Y', 'C']",0.89,1.96
4640,Angola,Cuando Cubango,303633,"['T', 'X']",0.66,2.22
4649,Ghana,Bono,211769,"['G', 'B', 'D']",0.58,1.92
4650,Greenland,Kommune Kujalleq,758748,"['C', 'U']",0.64,2.47
4652,Paraguay,Misiones,342898,"['Z', 'D', 'Y']",0.85,2.16
4655,Svalbard and Jan Mayen,,562418,"['X', 'M', 'H', 'L', 'B', 'W', 'O']",0.65,2.48
4657,Switzerland,Zug,877803,"['J', 'O', 'M', 'G', 'B', 'L']",0.96,2.49
4658,Oman,Ad Dākhilīyah,185092,"['A', 'I', 'G', 'J']",0.95,1.86
4677,Lithuania,Skuodas,991485,"['T', 'L', 'C', 'M', 'P']",0.59,1.97
4678,Saint Kitts and Nevis,Saint Paul Capisterre,645084,"['Z', 'R', 'S']",0.79,2.74
4693,Dominican Republic,Peravia,200575,"['Y', 'J', 'F']",0.86,2.59
4695,Kenya,Mombasa,422145,"['Z', 'B']",0.77,2.44
4697,French Southern Territories,,309098,"['O', 'Q']",0.73,2.8
4698,Turkmenistan,Ahal,299770,"['V', 'R', 'D', 'Q', 'S']",0.51,2.86
4701,French Polynesia,,766543,"['Y', 'B', 'J', 'W', 'M', 'X']",0.79,2.38
4716,Barbados,Saint Joseph,956974,"['F', 'T', 'H', 'I', 'A']",0.78,2.35
4728,Chile,Antofagasta,778751,"['H', 'U', 'J', 'A', 'Y']",0.56,2.3
4730,Mauritius,Rodrigues Island,505532,"['A', 'M', 'G', 'R', 'T', 'W']",0.97,2.98
4733,Egypt,Al Uqşur,361554,"['Y', 'G', 'C', 'X', 'U', 'V']",0.94,2.53
4744,Bahamas,Cat Island,115119,"['Q', 'A']",0.79,2.56
4771,"Korea, Democratic People's Republic of",Hwanghae-namdo,627901,"['Q', 'N', 'F', 'P', 'J', 'C', 'I']",0.71,2.42
4773,Zambia,Southern,494311,"['Q', 'M', 'Z']",0.72,2.75
4780,Turks and Caicos Islands,,453375,"['Y', 'X']",0.5,2.34
4782,Fiji,Serua,524973,"['A', 'Z', 'O']",0.58,2.07
4785,United Kingdom,Brent,581257,"['J', 'O', 'R', 'V', 'X', 'M']",0.78,2.8
4786,Niger,Agadez,447938,"['Q', 'B', 'G']",0.62,1.96
4792,Seychelles,Baie Sainte Anne,525832,"['U', 'D', 'T', 'M', 'Q']",0.91,2.33
4797,Kazakhstan,Turkestankaya oblast',149443,"['B', 'V', 'T', 'X', 'N']",0.79,2.69
4816,Chad,Hadjer Lamis,868545,"['O', 'I']",0.52,2.84
4817,Ecuador,Guayas,246543,"['M', 'J', 'B']",0.97,2.14
4823,Haiti,Nord-Ouest,140189,"['P', 'T', 'M', 'N', 'C']",0.97,1.94
4825,Argentina,Ciudad Autónoma de Buenos Aires,182507,"['I', 'Q']",0.9,2.9
4834,Morocco,Youssoufia,389748,"['D', 'Y', 'S', 'P', 'T', 'A', 'U']",0.69,2.17
4849,Tokelau,,184065,"['M', 'V', 'H', 'Y', 'J', 'K']",0.94,1.95
4866,Guyana,Demerara-Mahaica,675015,"['U', 'Z', 'V', 'R', 'Y', 'K']",0.71,1.91
4876,Greece,Attikí,203317,"['U', 'V', 'C']",0.64,2.52
4895,Monaco,Larvotto,638018,"['C', 'D', 'B', 'W']",0.75,2.78
4910,Saint Vincent and the Grenadines,Saint David,845048,['J'],0.97,2.2
4927,"Virgin Islands, British",,437645,"['H', 'J']",0.69,2.91
4930,Svalbard and Jan Mayen,,943841,"['P', 'R']",0.89,1.81
4939,Spain,Jaén,309492,['P'],0.52,1.87
4956,Liberia,Sinoe,134294,"['J', 'G', 'K']",0.71,2.59
4963,Holy See (Vatican City State),,177470,"['F', 'R', 'W', 'Y', 'O', 'V']",0.6,2.04
4965,Australia,Australian Capital Territory,446421,"['I', 'J', 'Y', 'R']",0.53,2.5
4967,Aruba,,999160,['O'],0.97,2.97
5004,Ghana,Savannah,232911,['W'],0.5,2.28
5013,San Marino,Faetano,660088,['A'],0.97,2.96
5024,Isle of Man,,878611,"['X', 'H', 'S']",0.94,2.22
5025,Timor-Leste,Likisá,656923,['O'],0.62,1.98
5030,Montenegro,Pljevlja,448490,"['Q', 'K', 'W', 'G', 'F', 'R', 'B']",0.85,2.41
5051,Gibraltar,,179775,"['O', 'B']",0.89,2.46
5053,Liechtenstein,Gamprin,988148,"['G', 'H', 'E']",0.53,2.3
5071,Singapore,South West,370486,"['S', 'G', 'W', 'A']",0.89,2.52
5084,Czechia,Rokycany,137940,"['N', 'W', 'U', 'Y', 'V', 'C', 'I']",0.74,2.74
5089,Comoros,Andjazîdja,918422,"['Z', 'E', 'A', 'J', 'P', 'G', 'W']",0.72,2.96
5094,Cyprus,Lemesos,316879,"['Z', 'G']",0.88,2.91
5111,Ukraine,Volynska oblast,872614,"['Q', 'A', 'O', 'B']",0.57,2.97
5116,Cocos (Keeling) Islands,,904534,['T'],0.54,2.3
5127,Guatemala,Baja Verapaz,249441,['S'],0.57,2.28
5143,United States,Alabama,900745,"['F', 'B', 'T']",0.94,2.07
5158,Saint Pierre and Miquelon,,425252,"['P', 'G', 'E', 'D', 'S']",0.68,2.37
5163,Congo,Cuvette,457899,"['W', 'P', 'O', 'Q', 'U', 'H']",0.95,2.61
5169,Saint Pierre and Miquelon,,738985,"['S', 'P', 'X', 'C', 'A', 'Z', 'K']",0.99,2.77
5170,Afghanistan,Nīmrōz,481593,"['Y', 'X']",0.82,1.89
5177,Western Sahara,,562310,"['I', 'J', 'B']",0.78,2.97
5181,Turkey,İstanbul,791979,"['R', 'J', 'B']",0.83,1.77
5204,Saint Martin (French part),,968619,"['F', 'S', 'K', 'V']",0.84,2.08
5236,Ireland,Tipperary,242393,"['E', 'U', 'X', 'I']",0.92,1.94
5241,El Salvador,La Libertad,547554,"['O', 'T', 'S', 'B', 'I', 'D']",0.81,1.99
5253,Paraguay,Ñeembucú,465179,"['K', 'U', 'S', 'O', 'J']",0.67,2.39
5256,Colombia,Atlántico,665803,"['Z', 'T', 'N', 'P', 'S', 'K']",0.55,2.42
5279,Saint Martin (French part),,366068,"['F', 'X', 'Z', 'B', 'O', 'E', 'G']",0.95,2.05
5286,Japan,Niigata,687056,['X'],0.82,2.82
5294,Germany,Rheinland-Pfalz,845594,"['Y', 'K', 'Z', 'P', 'H', 'E']",0.95,2.21
5297,Oman,Al Buraymī,399414,['C'],0.81,2.73
5299,United Kingdom,Croydon,294830,"['C', 'Z', 'R', 'I', 'S', 'E', 'O']",0.91,2.87
5303,"Palestine, State of",Hebron,541047,"['J', 'Q', 'N']",0.59,2.43
5315,Liberia,Bong,806481,"['Z', 'D', 'E', 'V', 'N']",0.77,2.93
5325,Hong Kong,,431455,"['J', 'V', 'L', 'N', 'T', 'E', 'X']",0.91,2.75
5326,Czechia,Semily,587923,"['D', 'S', 'T']",0.53,2.26
5330,Philippines,Siquijor,190409,"['F', 'S', 'T', 'U', 'W', 'X']",0.68,2.86
5337,Cambodia,Kampot,678376,"['N', 'W', 'A', 'G']",0.73,2.4
5340,Burkina Faso,Banwa,242765,"['S', 'A', 'I', 'T', 'O', 'Y', 'H']",0.56,2.79
5343,Viet Nam,Phú Thọ,771758,"['Z', 'U']",0.61,1.96
5349,Curaçao,,875699,"['O', 'P', 'N', 'R', 'T']",0.75,2.16
5351,Benin,Atacora,510915,"['O', 'Y', 'R', 'Z', 'Q', 'N']",0.81,2.04
5355,Saudi Arabia,Ḩā'il,234380,"['A', 'I', 'B', 'D', 'C', 'H', 'T']",0.78,2.7
5359,Kiribati,Phoenix Islands,107808,"['D', 'Q', 'N', 'U', 'P', 'B', 'Z']",0.64,1.9
5381,Mexico,Zacatecas,348753,"['A', 'Z', 'E']",0.84,1.89
5383,Anguilla,,820867,['U'],0.54,2.84
5395,Western Sahara,,397237,"['G', 'A', 'X', 'Y', 'V']",0.66,2.05
5418,Czechia,Rokycany,202382,"['Q', 'S', 'M', 'I']",0.73,2.75
5424,Samoa,Satupa'itea,336377,"['Q', 'G', 'B', 'I', 'N', 'P']",0.72,2.96
5456,Slovenia,Destrnik,654289,"['R', 'D', 'C', 'T', 'L', 'F']",0.73,1.97
5464,Ghana,Greater Accra,978160,['W'],0.6,2.81
5472,Guernsey,,340986,['K'],0.74,2.48
5492,Greece,Thessalía,357988,"['E', 'O', 'R', 'P']",0.5,1.79
5498,Kazakhstan,Kostanajskaja oblast',497920,"['G', 'B', 'P', 'T', 'U', 'K', 'Y']",0.65,2.55
5504,France,Morbihan,817176,['Z'],0.62,2.12
5509,Mozambique,Maputo,632213,"['O', 'B', 'G', 'W', 'C']",0.75,2.03
5510,Samoa,Gaga'emauga,340542,"['L', 'Z']",0.66,2.46
5515,Cook Islands,,922016,"['Q', 'U', 'N']",0.73,2.26
5521,Saudi Arabia,Ḩā'il,640752,"['I', 'A', 'Q', 'P', 'S', 'V']",0.55,2.07
5540,Zambia,Copperbelt,362366,['B'],0.96,2.4
5569,Mozambique,Niassa,756610,"['Z', 'U', 'V']",0.93,2.09
5571,"Taiwan, Province of China",Keelung,320930,"['H', 'Z', 'E', 'B', 'U']",0.54,2.94
5596,Argentina,Neuquén,775335,"['S', 'Q', 'J', 'M']",0.99,1.84
5597,Turkmenistan,Lebap,189669,"['F', 'K', 'T', 'D', 'P']",0.73,2.98
5608,"Tanzania, United Republic of",Arusha,314777,['K'],0.97,2.15
5616,Bahrain,Al Janūbīyah,748878,"['T', 'N', 'U', 'B', 'I', 'S']",0.82,2.58
5623,Bouvet Island,,633998,"['C', 'O']",0.65,2.34
5647,Georgia,Samtskhe-Javakheti,255133,"['K', 'X', 'A']",0.62,2.02
5650,Solomon Islands,Isabel,163044,"['I', 'H']",0.93,2.06
5653,Syrian Arab Republic,As Suwaydā',628899,['V'],0.86,2.12
5659,Nauru,Denigomodu,934237,"['C', 'E', 'O', 'R', 'W', 'Y', 'P']",0.86,2.94
5661,South Africa,Free State,388414,"['W', 'T', 'Y', 'Z', 'B']",0.66,2.04
5668,Tuvalu,Funafuti,551566,"['D', 'I', 'E']",0.52,2.6
5672,Heard Island and McDonald Islands,,201295,"['B', 'W', 'L', 'C']",0.78,2.12
5688,Mongolia,Övörhangay,205528,"['T', 'E', 'S', 'O']",0.92,2.64
5690,Rwanda,Northern,145849,"['S', 'I']",0.6,2.16
5717,Vanuatu,Shéfa,579808,"['S', 'W', 'P', 'J', 'M', 'L', 'I']",0.99,2.47
5736,France,Somme,927125,"['M', 'T', 'A']",0.71,2.34
5742,Dominica,Saint Mark,982355,"['S', 'L', 'X', 'F', 'Z', 'O', 'P']",0.65,1.99
5754,Jamaica,Westmoreland,916699,"['C', 'K', 'Y', 'B', 'S']",0.51,1.8
5760,American Samoa,,985461,"['L', 'X', 'H', 'F']",0.81,2.62
5761,Bhutan,Trongsa,132721,"['Z', 'H']",0.89,2.83
5777,Belarus,Gorod Minsk,460080,"['Q', 'Y', 'E']",0.53,2.94
5795,Australia,Western Australia,685844,"['E', 'A', 'R', 'S']",0.96,1.84
5802,South Sudan,Central Equatoria,299654,"['M', 'C', 'I', 'R']",0.73,2.46
5810,Tunisia,Jendouba,814337,"['G', 'B', 'Q', 'Y']",0.77,2.01
5812,Botswana,Southern,426033,"['N', 'Z', 'W']",0.84,2.56
5819,Greenland,Kommune Kujalleq,379197,"['I', 'E', 'P', 'N']",0.77,2.74
5820,Burundi,Kirundo,282936,"['X', 'B', 'U', 'R']",0.85,1.76
5842,Norway,Vestland,162492,"['V', 'A']",0.75,1.93
5854,Burundi,Bururi,434379,['U'],0.88,2.07
5866,Sudan,West Darfur,531054,"['E', 'G', 'Q', 'Z', 'U']",0.66,2.94
5879,Rwanda,City of Kigali,299468,"['L', 'J', 'B', 'E', 'G', 'T', 'X']",0.81,2.46
5886,Gabon,Moyen-Ogooué,229159,"['I', 'H', 'C', 'B', 'S']",0.92,2.24
5887,Turkmenistan,Balkan,526815,"['N', 'U', 'O']",0.78,2.37
5904,"Taiwan, Province of China",Taichung,168814,"['B', 'H', 'J', 'F', 'Q']",0.74,1.84
5919,Réunion,,325737,"['P', 'S']",0.59,2.86
5922,Niue,,687910,['V'],0.6,2.61
5932,Nauru,Meneng,480261,"['W', 'Q', 'S']",0.99,1.75
5961,Northern Mariana Islands,,550688,"['Z', 'W', 'C', 'E', 'A', 'D']",0.92,1.98
5965,New Caledonia,,533737,['J'],0.92,2.85
5966,Guinea,Conakry,580881,['P'],0.65,1.84
5970,Tonga,Niuas,230264,"['U', 'Z', 'M', 'B', 'R', 'O', 'J']",0.85,2.55
5974,Namibia,Khomas,833993,"['Q', 'D', 'M', 'S', 'P', 'C']",0.57,2.44
5977,Tokelau,,773134,"['A', 'F', 'T', 'Q', 'R', 'L', 'E']",0.55,1.79
5985,French Guiana,,911807,"['H', 'B', 'J', 'A', 'W', 'O', 'S']",0.72,2.19
6016,Macao,,715164,"['V', 'O', 'G', 'I']",0.76,2.08
6020,Slovenia,Šoštanj,118052,"['K', 'R', 'X', 'U', 'Z', 'P']",0.73,2
6034,Latvia,Grobiņas novads,493629,"['C', 'V', 'L', 'T']",0.98,2.45
6045,India,Puducherry,432276,['U'],0.69,2.84
6052,South Sudan,Eastern Equatoria,601900,['J'],0.64,2.84
6062,Chad,Mayo-Kebbi-Ouest,339997,['Z'],0.66,2.78
6063,Guyana,Potaro-Siparuni,442769,"['P', 'Q', 'G']",0.54,1.93
6085,Niger,Agadez,596156,"['N', 'F', 'V']",0.53,2.87
6087,"Korea, Democratic People's Republic of",Hamgyǒng-bukto,959479,"['B', 'A', 'T', 'G', 'H']",0.66,1.76
6090,Ireland,Laois,187698,"['O', 'A']",0.9,2.47
6096,Cook Islands,,557409,"['N', 'E', 'D', 'W', 'A', 'Z']",0.5,2.94
6100,Mauritius,Savanne,579622,"['U', 'N', 'H', 'Y', 'O']",0.62,2.6
6109,Liechtenstein,Gamprin,451389,"['L', 'R', 'Q', 'K']",0.96,2.74
6110,North Macedonia,Novo Selo,163012,['E'],0.79,2.97
6141,Papua New Guinea,Northern,429467,"['H', 'M', 'K', 'D']",0.91,1.88
6142,Australia,New South Wales,552768,['B'],0.56,2.06
6161,Turks and Caicos Islands,,804449,"['G', 'J']",0.69,2.83
6164,Thailand,Nakhon Phanom,364497,"['W', 'M', 'X', 'S', 'E', 'H']",0.93,1.95
6165,Tunisia,Sfax,401206,"['Q', 'D', 'P', 'N', 'U', 'I']",0.66,2.18
6173,Guernsey,,428492,"['H', 'F', 'B', 'R', 'Y', 'D', 'L']",0.97,2.89
6184,Samoa,Satupa'itea,157260,"['H', 'P', 'G', 'V', 'R', 'J', 'N']",0.63,2.8
6198,Iceland,Blönduósbær,535493,"['Q', 'I', 'Z', 'G', 'F', 'L']",0.57,2.96
6200,Namibia,Oshana,377469,"['J', 'H', 'V', 'B', 'D']",0.95,2.01
6205,"Korea, Republic of",Jeollanam-do,857194,"['Z', 'T', 'O']",0.79,2.56
6206,Cambodia,Kampot,575987,"['M', 'B', 'C']",0.54,2.42
6219,Georgia,Shida Kartli,470305,['B'],0.89,1.99
6229,Martinique,,291018,"['Y', 'J', 'B', 'K', 'P']",0.75,2.12
6248,Qatar,Ash Shamāl,935275,"['T', 'B', 'V', 'H', 'S', 'C', 'I']",0.88,2.15
6265,"Virgin Islands, British",,622459,['X'],0.65,2.14
6266,Trinidad and Tobago,Siparia,743117,"['K', 'M', 'D']",0.92,2.5
6277,Belize,Cayo,620408,"['X', 'Q', 'H', 'G']",0.75,2.78
6280,Romania,Ialomița,464582,"['A', 'K', 'J', 'Q', 'X', 'V', 'M']",0.59,2.68
6283,Haiti,Nord,888938,"['L', 'P', 'V', 'O', 'J']",0.75,2.61
6292,British Indian Ocean Territory,,390058,"['T', 'D', 'W']",0.89,2.83
6297,Malta,Msida,766332,"['X', 'Z', 'Y', 'K', 'N', 'J']",0.75,2.73
6298,Uzbekistan,Qoraqalpog‘iston Respublikasi,414201,"['W', 'I', 'R', 'U', 'O']",0.91,2.24
6299,Northern Mariana Islands,,132116,"['P', 'Y', 'Z', 'W']",0.75,2.4
6307,Viet Nam,Hòa Bình,553181,['U'],0.95,2.12
6314,Uzbekistan,Surxondaryo,907491,"['F', 'V', 'I', 'Q', 'Y', 'X']",0.83,2.44
6317,Brazil,Distrito Federal,380338,"['Z', 'U']",0.94,2.13
6326,Costa Rica,Heredia,707804,"['V', 'E', 'Q', 'T', 'I', 'K', 'S']",0.75,1.76
6349,Kiribati,Phoenix Islands,223586,"['J', 'Z', 'T', 'W', 'E']",0.54,1.79
6353,Rwanda,City of Kigali,879333,"['D', 'Z', 'Q', 'W', 'E']",0.97,2.43
6362,Botswana,Ghanzi,976427,"['G', 'X', 'U', 'N', 'M', 'Z', 'S']",0.63,2.88
6363,Cook Islands,,181177,"['H', 'Q']",0.64,1.88
6379,Eritrea,Debubawi K’eyyĭḥ Baḥri,895268,"['X', 'Q', 'O', 'Z', 'Y', 'B', 'K']",0.72,2.21
6390,Armenia,Tavuš,229250,"['B', 'O']",0.65,2.71
6405,Ethiopia,"Southern Nations, Nationalities and Peoples",947468,"['K', 'Z']",0.63,2.62
6406,Kenya,Marsabit,638885,"['Y', 'V', 'M', 'G', 'B', 'W', 'I']",0.66,1.96
6420,"Iran, Islamic Republic of",Yazd,906693,"['X', 'Z', 'E', 'L', 'W', 'B', 'K']",0.71,2.01
6434,Iceland,Dalabyggð,567072,"['L', 'X', 'A']",0.63,2.2
6443,Estonia,Paide,172956,"['Y', 'B', 'Q', 'F']",0.79,1.8
6482,Russian Federation,Evrejskaja avtonomnaja oblast',843939,"['V', 'W']",0.89,2.28
6485,Lesotho,Maseru,861693,"['J', 'V', 'P']",0.53,2.61
6492,Eritrea,Al Awsaţ,442453,"['N', 'P', 'B']",0.95,1.97
6507,Cambodia,Rotanak Kiri,892482,"['A', 'O', 'T', 'U', 'W', 'Z']",0.9,2.47
6520,Syrian Arab Republic,Dimashq,269625,"['Z', 'B', 'D', 'Y', 'M', 'K', 'V']",0.52,2.95
6536,American Samoa,,509269,"['Y', 'Z', 'V', 'K', 'W', 'P']",0.97,2.35
6541,Albania,Vlorë,226533,"['F', 'I', 'L']",0.54,2.16
6544,Iraq,Al Başrah,516823,"['E', 'R', 'K', 'X', 'Q']",0.68,1.99
6548,Romania,Cluj,658856,"['E', 'N', 'I', 'S']",0.84,2.25
6557,Saint Martin (French part),,141518,"['V', 'Z', 'A', 'E', 'H', 'C', 'L']",0.94,1.82
6586,Djibouti,Dikhil,297638,"['L', 'S', 'J', 'B', 'H']",0.85,2.98
6591,Trinidad and Tobago,Siparia,511376,"['B', 'P']",0.71,2.53
6601,Vanuatu,Taféa,870136,"['P', 'I', 'G']",0.56,2.16
6607,Lao People's Democratic Republic,Viangchan,889570,"['V', 'D', 'T', 'A', 'Q', 'H', 'I']",0.59,2.79
6626,"Congo, The Democratic Republic of the",Mongala,897003,"['D', 'G', 'Y', 'H', 'W']",0.55,2.92
6634,Nauru,Nibok,602836,"['T', 'P', 'Y', 'R']",0.69,2.98
6635,Greenland,Kommune Qeqertalik,108316,"['T', 'Z', 'S', 'U', 'J']",0.6,2.11
6641,Bermuda,,670654,"['S', 'E']",0.78,2.77
6660,Niger,Tahoua,217720,['F'],0.55,1.83
6670,South Africa,Limpopo,452332,"['Z', 'T', 'X', 'H', 'R']",0.72,2.46
6675,Svalbard and Jan Mayen,,196867,"['Y', 'X']",0.93,1.84
